Names_mpio,Names_depto,URL_mpio,URL_depto, Mesas instaladas,Mesas informadas,Potencial sufragantes,Total sufragantes,Votos por candidatos,Votos en blanco,Votos válidos,Votos nulos,Votos no marcados,Votos_Santos,Porc_Votos_Santos,Votos_Zuluaga,Porc_Votos_Zuluaga
LA FLORIDA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2307699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,26,26,8851,4863,4702,79,4781,58,24,3221,67.37,1481,30.97
LA LLANADA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2307799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,10,10,3114,1916,1831,51,1882,25,9,1390,73.85,441,23.43
LA TOLA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2307899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,15,15,4781,2131,2082,11,2093,28,10,1914,91.44,168,8.02
LA UNION,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2307999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,64,64,20526,10671,10035,377,10412,198,61,3381,32.47,6654,63.90
LEIVA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2308099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,24,24,6978,3358,3301,37,3338,9,11,2994,89.69,307,9.19
LINARES,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2308299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,25,25,8335,5134,5057,40,5097,26,11,4433,86.97,624,12.24
LOS ANDES (SOTOMAYOR),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2308599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,21,21,6755,4024,3884,86,3970,32,22,3320,83.62,564,14.20
MAGUI (PAYAN),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2308899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,24,24,6033,2449,2389,24,2413,30,6,2175,90.13,214,8.86
MALLAMA (PIEDRANCHA),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,20,20,5734,2837,2739,53,2792,34,11,2369,84.84,370,13.25
MOSQUERA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,21,21,5550,2448,2306,97,2403,28,17,2065,85.93,241,10.02
NARIÑO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,11,11,4024,2635,2548,42,2590,36,9,1914,73.89,634,24.47
OLAYA HERRERA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,37,37,12534,5632,5522,48,5570,49,13,5152,92.49,370,6.64
OSPINA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,17,17,5472,2957,2822,85,2907,28,22,1647,56.65,1175,40.41
PASTO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2300199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,688,688,266450,149679,141979,4532,146511,2905,263,102800,70.16,39179,26.74
POLICARPA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2309899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,30,30,9176,4600,4529,40,4569,26,5,4310,94.33,219,4.79
POTOSI,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2310099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,30,30,9206,4555,4323,119,4442,89,24,1622,36.51,2701,60.80
PROVIDENCIA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2310199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,11,11,4069,2293,2215,41,2256,23,14,2031,90.02,184,8.15
PUERRES,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2310399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,20,20,7341,4114,3859,137,3996,95,23,2068,51.75,1791,44.81
PUPIALES,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2310699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,36,36,13807,8113,7450,325,7775,262,76,2601,33.45,4849,62.36
RICAURTE,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2310999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,41,41,12081,4472,4224,70,4294,108,70,3549,82.65,675,15.71
ROBERTO PAYAN (SAN JOSE),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2311299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,31,31,8074,3463,3414,13,3427,23,13,3206,93.55,208,6.06
SAMANIEGO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2311599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,69,69,21532,11838,11541,156,11697,109,32,10611,90.71,930,7.95
SAN BERNARDO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,16,16,5775,3784,3615,112,3727,34,23,1382,37.08,2233,59.91
SAN LORENZO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,34,34,12227,7227,6903,141,7044,121,62,3752,53.26,3151,44.73
SAN PABLO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,34,34,11013,6515,6104,203,6307,149,59,4000,63.42,2104,33.35
SAN PEDRO DE CARTAGO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,14,14,4949,2916,2771,79,2850,48,18,738,25.89,2033,71.33
SANDONA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2311899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,45,45,15441,9695,9377,164,9541,116,38,6974,73.09,2403,25.18
SANTA BARBARA (ISCUANDE),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,23,23,6940,2227,2200,6,2206,20,1,1977,89.61,223,10.10
SANTACRUZ (GUACHAVES),NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2312799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,20,20,6393,3211,3141,41,3182,11,18,2856,89.75,285,8.95
SAPUYES,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2313099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,16,16,5341,3045,2955,45,3000,35,10,1838,61.26,1117,37.23
TAMINANGO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2313399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,37,37,13277,7003,6727,158,6885,86,32,5218,75.78,1509,21.91
TANGUA,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2313699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,28,28,9114,4820,4664,66,4730,68,22,3208,67.82,1456,30.78
TUMACO,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2313999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,409,409,115142,48433,46452,995,47447,776,210,30696,64.69,15756,33.20
TUQUERRES,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2314299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,91,91,32670,16275,15367,430,15797,372,106,11379,72.03,3988,25.24
YACUANQUER,NARIÑO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2314599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2399999_L1.htm,23,23,7682,4760,4590,74,4664,68,28,3013,64.60,1577,33.81
ABREGO,NORTE DE SAN,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2500499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2599999_L1.htm,62,62,19949,9220,8881,185,9066,108,46,3561,39.27,5320,58.68
ARBOLEDAS,NORTE DE SAN,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2500799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2599999_L1.htm,21,21,6483,3861,3743,56,3799,46,16,1671,43.98,2072,54.54
BOCHALEMA,NORTE DE SAN,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2501099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR2599999_L1.htm,18,18,5751,3524,3349,91,3440,72,12,1731,50.31,1618,47.03
