Names_mpio,Names_depto,URL_mpio,URL_depto,Alcalde,Partido Político
SAMACA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07235ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,WILSON CASTIBLANCO GIL,PARTIDO DE LA U - PARTIDO CAMBIO RADICAL
SAN EDUARDO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07237ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,MARIA ELISA MONTAÑEZ PARRA,PARTIDO DE LA U
SAN JOSE DE PARE,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07238ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,PEDRO ADOLFO BARRETO ABAUNZA,PARTIDO LIBERAL COLOMBIANO
SAN LUIS DE GACENO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07241ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,MILTON OSWALDO FERNANDEZ ALFONSO,COALICIÓN PARTIDO DE LA U - PARTIDO CAMBIO RADICAL
SAN MATEO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07247ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,PABLO ROBERTO ESTUPIÑAN SEPULVEDA,PARTIDO CENTRO DEMOCRÁTICO
SAN MIGUEL DE SEMA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07248ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,RODRIGO ANCIZAR SANCHEZ SUAREZ,PARTIDO LIBERAL COLOMBIANO
SAN PABLO DE BORBUR,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07249ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,LUIS ARMANDO CALDAS FLORIAN,PARTIDO CONSERVADOR COLOMBIANO
SANTA MARIA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07251ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,RUBEN SANCHEZ NIÑO,PARTIDO ALIANZA VERDE - PARTIDO LIBERAL COLOMBIANO
SANTA ROSA DE VITERBO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07253ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,FABIAN RICARDO GARCIA CAMARGO,PARTIDO DE LA U
SANTA SOFIA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07256ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,ANGELA PATRICIA AVILA HAMON,MARCANDO LA DIFERENCIA
SANTANA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07250ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JOSE DEL CARMEN DELGADO ZARATE,PARTIDO CAMBIO RADICAL - PARTIDO LIBERAL COLOMBIANO
SATIVANORTE,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07259ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,NUBIA ESPERANZA GOMEZ BRICEÑO,PARTIDO CENTRO DEMOCRÁTICO
SATIVASUR,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07262ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JOSE ABEL NOVA GUERRERO,PARTIDO CONSERVADOR COLOMBIANO
SIACHOQUE,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07265ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,SEGUNDO ANDRES CUITIVA JIMENEZ,PARTIDO CONSERVADOR COLOMBIANO
SOATA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07268ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,LISSETH CAROLINA TORRES MANCHEGO,PARTIDO DE LA U - PARTIDO CAMBIO RADICAL
SOCHA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07274ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,PARMENIO DE JESUS RIVERA ROJAS,PARTIDO LIBERAL COLOMBIANO
SOCOTA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07271ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,DAIRO RUBEN HERRERA PEREZ,PARTIDO LIBERAL COLOMBIANO
SOGAMOSO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07277ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,SANDRO NESTOR CONDIA PEREZ,PARTIDO DE LA U
SOMONDOCO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07280ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,GERMAN RICARDO ROBAYO HEREDIA,PARTIDO CAMBIO RADICAL
SORA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07281ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,MAURICIO NEISA ALVARADO,COALICIÓN PROGRAMÁTICA Y POLÍTICA ENTRE EL PARTIDO CAMBIO RADICAL - PARTIDO DE LA U
SORACA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07282ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,CLEMENTINA GUAYACAN GUEVARA,PARTIDO CAMBIO RADICAL
SOTAQUIRA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07283ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,LUIS FELIPE HIGUERA ROBLES,PARTIDO LIBERAL COLOMBIANO
SUSACON,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07286ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JAIRO ALONSO RINCON QUINTANA,PARTIDO CONSERVADOR COLOMBIANO
SUTAMARCHAN,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07289ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,WILMER YAIR CASTELLANOS HERNANDEZ,PARTIDO CAMBIO RADICAL - PARTIDO DE LA U - PARTIDO ASI
SUTATENZA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07292ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,CAMILO SASTOQUE LEIVA,PARTIDO CAMBIO RADICAL
TASCO,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07298ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,NELSON JAVIER GARCIA CASTELLANOS,PARTIDO ALIANZA VERDE
TENZA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07301ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JHON ALEXANDER LOPEZ MENDOZA,PARTIDO CONSERVADOR - CENTRO DEMOCRÁTICO
TIBANA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07304ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,LUIS ALEJANDRO MILLAN DIAZ,ACCIÓN SOCIAL COALICIÓN CAMBIO RADICAL - PARTIDO DE LA U
TIBASOSA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07307ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,LEONARDO JONHY PATIÑO QUIJANO,PARTIDO CAMBIO RADICAL - PARTIDO DE LA U
TINJACA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07310ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,HENRY HERNANDO CHACON ZAMORA,PARTIDO OPCIÓN CIUDADANA
TIPACOQUE,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07311ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,NELSON HUMBERTO MELGAREJO ANGARITA,COAL. PROG. Y POLIT. ENTRE EL PARTIDO DE LA U - PARTIDO CAMBIO RADICAL
TOCA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07313ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,ISAIAS NEIRA RIOS,COAL. PROGRAMÁTICA Y POLIT. ENTRE EL PAR. LIBERAL - PAR. DE LA U - ALIANZA VERDE
TOGUI,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07316ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JANSSON TELLEZ RODRIGUEZ,PARTIDO CONSERVADOR COLOMBIANO
TOPAGA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07319ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,FRANKLY ORDUZ ACEVEDO,PARTIDO CONSERVADOR COLOMBIANO
TOTA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07322ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,EDGAR ANTONIO MORENO CHAPARRO,UNIDOS DEJAREMOS HUELLA
TUNJA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,PABLO EMILIO CEPEDA NOVOA,PARTIDO CAMBIO RADICAL - PARTIDO OPCIÓN CIUDADANA
TUNUNGUA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07324ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,JOSE DEL CARMEN BARRERA PASTRAN,PARTIDO LIBERAL - PARTIDO DE LA U - PARTIDO CAMBIO RADICAL
TURMEQUE,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07325ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,YOANI VELA BERNAL,PARTIDO POLO DEMOCRÁTICO ALTERNATIVO
TUTA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07328ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,ELKIN ALEJANDRO RINCON SALAMANCA,COALICIÓN IDEAS NUEVAS
TUTAZA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07331ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,CARLOS SAUL REYES ESTUPIÑAN,PARTIDO DE LA U
UMBITA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07334ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,ELIS ALEXANDER MORENO SALAMANCA,PARTIDO CENTRO DEMOCRÁTICO
VENTAQUEMADA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07337ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,CARLOS JULIO MELO ALDANA,PARTIDO DE LA U - PARTIDO ALIANZA VERDE
VILLA DE LEIVA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07139ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,VICTOR HUGO FORERO SANCHEZ,PARTIDO DE LA U
VIRACACHA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07340ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,ALFREDO CARO PUIN,PARTIDO CAMBIO RADICAL
ZETAQUIRA,BOYACA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07346ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL07ZZZZZZZZZZZZZZZ_L1.htm,GUSTAVO TENJO RODRIGUEZ,PARTIDO CAMBIO RADICAL
AGUADAS,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,OSCAR YONNY ZAPATA ORTIZ,PARTIDO DE LA U
ANSERMA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09007ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JENNIE DE JESUS BETANCUR CALVO,PARTIDO CONSERVADOR COLOMBIANO
ARANZAZU,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09013ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JORGE WILLIAM RUIZ OSPINA,PARTIDO CONSERVADOR COLOMBIANO
BELALCAZAR,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09022ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JAHIR DE JESUS ALVAREZ,PARTIDO DE LA U
CHINCHINA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09034ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,SERGIO LOPEZ ARIAS,PARTIDO DE LA U
FILADELFIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09037ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,GERMAN ZULUAGA DUQUE,PARTIDO DE LA U
LA DORADA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09049ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,DIEGO PINEDA ALVAREZ,PARTIDO CAMBIO RADICAL
LA MERCED,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09052ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,CARLOS QUINTERO ALVAREZ,PARTIDO LIBERAL COLOMBIANO
MANIZALES,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09001ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JOSE OCTAVIO CARDONA LEON,UNA CIUDAD CON MÁS OPORTUNIDADES
MANZANARES,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09055ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,CARLOS ENRIQUE BOTERO ALVAREZ,PARTIDO DE LA U
MARMATO,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09058ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JULIO VARGAS CHICA,PARTIDO DE LA U
MARQUETALIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09061ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,LUIS CARLOS BETANCOURT FLOREZ,PARTIDO CENTRO DEMOCRÁTICO
MARULANDA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09067ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,NICOLAS DE JESUS GIRALDO GOMEZ,PARTIDO CENTRO DEMOCRÁTICO
NEIRA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09076ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,MARINO MURILLO FRANCO,PARTIDO DE LA U
NORCASIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09078ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,WILMAR HERRERA GALLEGO,PARTIDO LIBERAL COLOMBIANO
PACORA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09079ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JORGE WILLIAM LOPEZ RAMOS,PARTIDO LIBERAL COLOMBIANO
PALESTINA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09082ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,MAURICIO JARAMILLO MARTINEZ,PARTIDO DE LA U
PENSILVANIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09085ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JESUS IVAN OSPINA ATEHORTUA,PARTIDO CENTRO DEMOCRÁTICO
RIOSUCIO,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09103ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,BERNARDO ARLEY HERNANDEZ AYALA,"MOVIMIENTO ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
RISARALDA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09106ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JUAN CAMILO GALLEGO HOYOS,PARTIDO DE LA U
SALAMINA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09109ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,LUIS GERMAN NOREÑA GARCIA,PARTIDO LIBERAL COLOMBIANO
SAMANA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09115ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,GLORIA INES ORTIZ CARDONA,TÚ DECIDES - SAMANÁ GANA
SAN JOSE,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09120ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,NORBEY DE JESUS OSPINA CASTAÑO,PARTIDO CONSERVADOR COLOMBIANO
SUPIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09124ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,OMAIRO AYALA CATAÑO,"COALICIÓN POLO DEMOCRÁTICO ALTERNATIVO - MOV. ALTERNATIVO INDÍGENA Y SOCIAL ""MAIS"""
VICTORIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09127ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JUAN ALBERTO VARGAS OSORIO,PARTIDO CAMBIO RADICAL
VILLAMARIA,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09130ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,JUAN ALEJANDRO HOLGUIN ZULUAGA,PARTIDO DE LA U
VITERBO,CALDAS,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09133ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL09ZZZZZZZZZZZZZZZ_L1.htm,ALBA LUZ ESCOBAR DE LOPEZ,PARTIDO DE LA U
ALBANIA,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44002ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,JOSE EUGENIO GAVIRIA SALGADO,PARTIDO CONSERVADOR COLOMBIANO
BELEN DE LOS ANDAQUIES,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44004ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,EDILMER LEONARDO DUCUARA CUBILLOS,PARTIDO CONSERVADOR COLOMBIANO
CARTAGENA DEL CHAIRA,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44003ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,LUIS FRANCISCO VARGAS CORREA,PARTIDO ALIANZA SOCIAL INDEPENDIENTE
CURILLO,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44012ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,JOSE FERRIN REALPE OROBIO,PARTIDO DE LA U
EL DONCELLO,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44005ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,SANDRA MILENA LOSADA FLORIANO,PARTIDO CAMBIO RADICAL
EL PAUJIL,CAQUETA,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44006ZZZZZZZZZZZZ_L1.htm,http://elecciones.registraduria.gov.co:81/esc_elec_2015/99AL/DAL44ZZZZZZZZZZZZZZZ_L1.htm,LILIANA CUELLAR FLORIANO,PARTIDO CAMBIO RADICAL
