MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
SORA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07281ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,52.17,1319,2528,59.91,686,40.08,459,1145,152,22,1,0.4782436709
SORACA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07282ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,43.46,2273,5229,33.19,740,66.8,1489,2229,20,24,1,0.5653088545
SOTAQUIRA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07283ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,38.24,2070,5413,51.51,1039,48.48,978,2017,14,39,1,0.6175872899
SUSACON,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07286ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,45.19,1166,2580,63.09,701,36.9,410,1111,19,36,1,0.5480620155
SUTAMARCHAN,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07289ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,40.25,2119,5264,54.87,1132,45.12,931,2063,18,38,1,0.5974544073
SUTATENZA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07292ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,35.79,1318,3682,48.03,612,51.96,662,1274,14,30,1,0.6420423683
TASCO,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07298ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,32.04,1598,4986,58.75,913,41.24,641,1554,7,37,1,0.6795026073
TENZA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07301ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,46.77,1663,3555,63.45,1028,36.54,592,1620,17,26,1,0.5322081575
TIBANA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07304ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,28.68,2123,7402,63.93,1312,36.06,740,2052,14,57,1,0.7131856255
TIBASOSA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07307ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,42.97,3615,8412,52.22,1842,47.77,1685,3527,13,75,1,0.570256776
TINJACA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07310ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,45.78,1162,2538,55.58,632,44.41,505,1137,5,20,1,0.5421591805
TIPACOQUE,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07311ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,33.88,1136,3353,51.71,557,48.28,520,1077,30,29,1,0.6611989263
TOCA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07313ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,33.5,2344,6996,48.65,1107,51.34,1168,2275,29,40,1,0.6649514008
TOGUI,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07316ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,22.57,967,4284,55.72,516,44.27,410,926,19,22,1,0.7742763772
TOPAGA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07319ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,46.85,1370,2924,41.16,552,58.83,789,1341,10,19,1,0.5314637483
TOTA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07322ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,22.97,943,4105,35.02,318,64.97,590,908,10,25,1,0.7702801462
TUNJA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,258,258,50.64,59038,116576,56.62,32780,43.37,25112,57892,143,1003,1,0.4935664288
TUNUNGUA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07324ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,3,3,49.84,655,1314,71.8,461,28.19,181,642,4,9,1,0.50152207
TURMEQUE,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07325ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,31.31,1786,5703,67.14,1161,32.85,568,1729,16,41,1,0.6868314922
TUTA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07328ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,43.14,3113,7216,50.64,1536,49.35,1497,3033,23,57,1,0.568597561
TUTAZA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07331ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,51.54,949,1841,54.42,492,45.57,412,904,16,29,1,0.484519283
UMBITA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07334ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,39.22,2281,5815,44.46,980,55.53,1224,2204,30,47,1,0.6077386071
VENTAQUEMADA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07337ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,30.73,3354,10912,48.11,1566,51.88,1689,3255,18,81,1,0.6926319648
VILLA DE LEIVA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07139ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,47.95,4877,10171,51.79,2479,48.2,2307,4786,25,66,1,0.5204994592
VIRACACHA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07340ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,6,6,32.19,822,2553,43.14,343,56.85,452,795,11,16,1,0.6780258519
ZETAQUIRA,BOYACA,http://plebiscito.registraduria.gov.co/99PL/DPL07346ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL07ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,36.39,1410,3874,65.79,910,34.2,473,1383,12,15,1,0.6360351058
AGUADAS,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,37.31,7035,18854,29.15,1961,70.84,4766,6727,134,174,1,0.6268696298
ANSERMA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,72,72,40.18,11209,27896,31.11,3356,68.88,7430,10786,153,270,1,0.5981861199
ARANZAZU,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,36.31,4191,11540,39.5,1573,60.49,2409,3982,86,123,1,0.6368284229
BELALCAZAR,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,38.44,3890,10118,41.83,1514,58.16,2105,3619,219,52,1,0.6155366673
CHINCHINA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,92,92,39.31,17205,43763,36.97,6185,63.02,10543,16728,162,315,1,0.606859676
FILADELFIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,35.11,3281,9343,43.36,1365,56.63,1783,3148,71,62,1,0.6488279996
LA DORADA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,131,131,36.6,21133,57740,33.75,6908,66.24,13558,20466,122,545,1,0.633997229
LA MERCED,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,36.64,2067,5641,43.87,866,56.12,1108,1974,43,50,1,0.6335756072
MANIZALES,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,738,738,47.76,154340,323102,49.06,74140,50.93,76961,151101,734,2505,1,0.5223180296
MANZANARES,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,32.92,5092,15465,36.04,1773,63.95,3146,4919,82,91,1,0.6707403815
MARMATO,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,25.01,1711,6840,31.2,514,68.79,1133,1647,23,41,1,0.7498538012
MARQUETALIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,35.58,4073,11445,37.43,1452,62.56,2427,3879,101,93,1,0.6441240716
MARULANDA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09067ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,31.26,831,2658,49.74,387,50.25,391,778,21,32,1,0.6873589165
NEIRA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09076ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,44,44,34.92,6743,19307,35.26,2283,64.73,4191,6474,101,168,1,0.6507484332
NORCASIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09078ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,14,14,37.03,2172,5865,43.45,906,56.54,1179,2085,36,51,1,0.6296675192
PACORA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09079ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,32,32,36.57,4413,12064,36.21,1548,63.78,2727,4275,62,76,1,0.6342009284
PALESTINA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09082ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,35,35,30.26,4465,14755,42.62,1867,57.37,2513,4380,34,51,1,0.697390715
PENSILVANIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09085ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,43,43,37.21,6228,16734,32.19,1880,67.8,3959,5839,198,191,1,0.6278235927
RIOSUCIO,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09103ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,90,90,40.06,15076,37633,41.94,6070,58.05,8402,14472,205,399,1,0.5993941488
RISARALDA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09106ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,28.47,3064,10761,32.18,959,67.81,2021,2980,35,49,1,0.7152680978
SALAMINA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09109ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,34.32,5376,15660,40.96,2096,59.03,3021,5117,173,86,1,0.6567049808
SAMANA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09115ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,41.33,6692,16191,44.47,2814,55.52,3513,6327,156,209,1,0.5866839602
SAN JOSE,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09120ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,12,12,30.31,1491,4918,43.26,623,56.73,817,1440,21,30,1,0.6968279789
SUPIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09124ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,49,49,37.08,7883,21254,32.57,2408,67.42,4985,7393,141,349,1,0.6291051096
VICTORIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09127ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,37.26,3079,8262,41.85,1249,58.14,1735,2984,44,51,1,0.6273299443
VILLAMARIA,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09130ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,84,84,46.74,17736,37945,43.23,7470,56.76,9806,17276,130,330,1,0.5325866386
VITERBO,CALDAS,http://plebiscito.registraduria.gov.co/99PL/DPL09133ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,40.53,5204,12839,26.86,1373,73.13,3737,5110,38,56,1,0.5946724823
ALBANIA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44002ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,36.45,1430,3923,34.57,445,65.42,842,1287,121,22,1,0.6354830487
BELEN DE LOS ANDAQUIES,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,34.33,2600,7573,39.96,1001,60.03,1504,2505,36,59,1,0.6566750297
CARTAGENA DEL CHAIRA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44003ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,43,43,26.2,4927,18805,73.75,3530,26.24,1256,4786,60,81,1,0.737995214
CURILLO,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44012ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,24.6,1871,7604,40.93,729,59.06,1052,1781,35,55,1,0.753945292
EL DONCELLO,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44005ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,27.18,4230,15558,38.81,1593,61.18,2511,4104,37,89,1,0.7281141535
EL PAUJIL,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44006ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,22.61,2683,11865,44.56,1157,55.43,1439,2596,35,52,1,0.7738727349
FLORENCIA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,263,263,33.65,39004,115892,38.55,14803,61.44,23593,38396,187,421,1,0.6634452766
LA MONTAÑITA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,26,26,29.86,3136,10500,74.22,2295,25.77,797,3092,21,23,1,0.7013333333
MILAN,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,19.95,1369,6861,55.97,750,44.02,590,1340,9,20,1,0.8004664043
MORELIA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44017ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,31.89,1143,3584,34.61,387,65.38,731,1118,9,16,1,0.6810825893
PUERTO RICO,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44009ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,29.09,5470,18802,49.98,2643,50.01,2645,5288,78,104,1,0.7090735028
SAN JOSE DEL FRAGUA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,32.6,2894,8875,39.64,1116,60.35,1699,2815,24,55,1,0.673915493
SAN VICENTE DEL CAGUAN,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,80,80,31.04,9786,31524,62.93,6034,37.06,3554,9588,87,111,1,0.6895698515
SOLANO,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,21,21,25.84,2004,7754,76.6,1506,23.39,460,1966,18,20,1,0.741552747
SOLITA,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44024ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,23.18,1332,5746,37.57,484,62.42,804,1288,18,26,1,0.7681865646
VALPARAISO,CAQUETA,http://plebiscito.registraduria.gov.co/99PL/DPL44040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,100,15,15,26.03,1611,6188,47.35,724,52.64,805,1529,22,60,1,0.7396574014
AGUAZUL,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,67,67,54.43,14484,26606,29.9,4123,70.09,9666,13789,96,599,1,0.4556115162
CHAMEZA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46120ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,62.41,968,1551,70.98,663,29.01,271,934,9,25,1,0.3758865248
HATO COROZAL,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46320ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,40.38,2825,6995,21.69,591,78.3,2133,2724,40,61,1,0.5961401001
LA SALINA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46480ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,2,2,60.1,458,762,88.46,391,11.53,51,442,5,11,1,0.3989501312
MANI,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46520ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,48.13,4850,10075,30.88,1459,69.11,3265,4724,40,86,1,0.5186104218
MONTERREY,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46540ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,51.89,5762,11103,29.07,1639,70.92,3998,5637,38,87,1,0.48104116
NUNCHIA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46560ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,49.12,2959,6023,20.3,579,79.69,2272,2851,41,67,1,0.5087165864
OROCUE,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46640ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,40.4,3073,7605,39.63,1182,60.36,1800,2982,30,61,1,0.5959237344
PAZ DE ARIPORO (MORENO),CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46680ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,56,56,43.13,9932,23027,23.31,2243,76.68,7379,9622,100,210,1,0.5686802449
PORE,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46700ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,52.41,3471,6622,19.78,662,80.21,2684,3346,34,91,1,0.4758381154
RECETOR,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46760ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,55.95,705,1260,52.49,337,47.5,305,642,20,43,1,0.4404761905
SABANALARGA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46800ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,50.29,1387,2758,50.59,680,49.4,664,1344,13,30,1,0.4970993474
SACAMA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46815ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,48.86,751,1537,85.3,563,14.69,97,660,14,77,1,0.5113858165
SAN LUIS DE PALENQUE,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46830ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,44.44,2616,5886,21.6,548,78.39,1988,2536,28,52,1,0.5555555556
TAMARA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46840ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,45.43,1965,4325,28.11,528,71.88,1350,1878,45,42,1,0.5456647399
TAURAMENA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46850ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,53.61,8445,15751,26.78,2209,73.21,6037,8246,60,139,1,0.4638435655
TRINIDAD,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46865ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,28,28,41.58,3830,9211,19.85,735,80.14,2966,3701,42,87,1,0.5841928129
VILLANUEVA,CASANARE,http://plebiscito.registraduria.gov.co/99PL/DPL46880ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL46ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,42.43,8282,19519,30.12,2425,69.87,5625,8050,59,173,1,0.5756954762
