MUNICIPIO,DEPARTAMENTO,URL MUNICIPIO,URL DEPARTAMENTO,PORCENTAJE ESCRUTADO,NÚMERO DE MESAS INSTALADAS,TOTAL MESAS,PORCENTAJE VOTACIÓN,NÚMERO DE VOTOS,NÚMERO PERSONAS HÁBILES PARA VOTAR,PORCENTAJE SÍ,VOTOS SÍ,PORCENTAJE NO,VOTOS NO,VOTOS VÁLIDOS,VOTOS NO MARCADOS,VOTOS NULOS,PORCENTAJE MESAS INSCRITAS,PORCENTAJE ABSTENCIONISMO
TENJO,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15280ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,49.78,6984,14029,42.25,2903,57.74,3968,6871,20,93,1,0.502174068
TIBACUY,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15283ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,40.69,1508,3706,53.32,778,46.67,681,1459,29,20,1,0.5930922828
TIBIRITA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15286ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,35.25,1064,3018,65.13,667,34.86,357,1024,31,9,1,0.6474486415
TOCAIMA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15289ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,30,30,36.29,4680,12896,51.1,2351,48.89,2249,4600,20,60,1,0.6370967742
TOCANCIPA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15292ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,57,57,49.91,12199,24441,41.99,4971,58,6865,11836,43,320,1,0.5008796694
TOPAIPI,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15295ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,38.07,1546,4060,55.7,825,44.29,656,1481,27,38,1,0.6192118227
UBALA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15298ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,32.16,2727,8478,41.25,1082,58.74,1541,2623,35,69,1,0.678343949
UBAQUE,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15301ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,38.55,2182,5660,43.32,915,56.67,1197,2112,25,45,1,0.6144876325
UBATE,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15304ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,72,72,42.99,13247,30807,38.13,4922,61.86,7985,12907,66,274,1,0.5700003246
UNE,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15307ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,46.83,2954,6307,44.65,1296,55.34,1606,2902,15,37,1,0.5316315205
UTICA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15316ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,39.08,1837,4700,34.22,616,65.77,1184,1800,19,18,1,0.6091489362
VENECIA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15318ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,34.05,1213,3562,56.89,677,43.1,513,1190,8,15,1,0.659460977
VERGARA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15319ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,31.54,2317,7346,51.41,1147,48.58,1084,2231,45,41,1,0.6845902532
VIANI,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15322ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,9,9,37.26,1441,3867,51.89,726,48.1,673,1399,14,28,1,0.6273597104
VILLAGOMEZ,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15323ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,5,5,31.69,607,1915,34.55,198,65.44,375,573,17,17,1,0.6830287206
VILLAPINZON,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15325ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,45.54,5830,12800,29.14,1661,70.85,4039,5700,41,89,1,0.54453125
VILLETA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15328ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,55,55,41.84,9149,21862,35.13,3165,64.86,5842,9007,49,93,1,0.5815112981
VIOTA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15331ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,25,25,38.54,3993,10358,48.62,1899,51.37,2006,3905,22,66,1,0.6145008689
YACOPI,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15334ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,31,31,28.16,3227,11457,43.04,1339,56.95,1772,3111,65,51,1,0.7183381339
ZIPACON,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15337ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,50.5,2066,4091,47.31,962,52.68,1071,2033,16,17,1,0.4949890002
ZIPAQUIRA,CUNDINAMARCA,http://plebiscito.registraduria.gov.co/99PL/DPL15340ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL15ZZZZZZZZZZZZZZZ_L1.htm,100,184,184,52.25,42955,82209,48.41,20348,51.58,21680,42028,120,807,1,0.4774902991
BARRANCO MINAS,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,18.73,372,1986,81.64,298,18.35,67,365,2,5,1,0.8126888218
CACAHUAL,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50073ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,1,1,7.39,25,338,70.83,17,29.16,7,24,0,1,1,0.926035503
INIRIDA,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,47,47,26.24,5194,19789,52.22,2663,47.77,2436,5099,45,50,1,0.7375309515
LA GUADALUPE,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50078ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,0,0,1,0,0,175,0,0,0,0,0,0,0,0,1
MAPIRIPANA,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50050ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,50,1,2,8.46,49,579,91.83,45,8.16,4,49,0,0,0.5,0.9153713299
MORICHAL (MORICHAL NUEVO),GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50083ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,1,1,24.02,43,179,100,42,0,0,42,1,0,1,0.7597765363
PANA PANA (CAMPO ALEGRE),GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50087ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,3,3,49.39,162,328,71.6,116,28.39,46,162,0,0,1,0.506097561
PUERTO COLOMBIA,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50090ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,4,4,8.78,106,1207,57.14,60,42.85,45,105,1,0,1,0.9121789561
SAN FELIPE,GUAINIA,http://plebiscito.registraduria.gov.co/99PL/DPL50092ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL50ZZZZZZZZZZZZZZZ_L1.htm,100,2,2,18.44,154,835,59.02,85,40.97,59,144,5,5,1,0.8155688623
CALAMAR,GUAVIARE,http://plebiscito.registraduria.gov.co/99PL/DPL54003ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL54ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,28.03,1537,5482,72.12,1079,27.87,417,1496,17,24,1,0.719627873
EL RETORNO,GUAVIARE,http://plebiscito.registraduria.gov.co/99PL/DPL54007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL54ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,39.09,3630,9285,59.22,2048,40.77,1410,3458,47,125,1,0.6090468498
MIRAFLORES,GUAVIARE,http://plebiscito.registraduria.gov.co/99PL/DPL54012ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL54ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,24.02,1013,4217,85.65,848,14.34,142,990,12,11,1,0.7597818354
SAN JOSE DEL GUAVIARE,GUAVIARE,http://plebiscito.registraduria.gov.co/99PL/DPL54001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL54ZZZZZZZZZZZZZZZ_L1.htm,100,88,88,41.94,15714,37463,47.35,7157,52.64,7955,15112,189,413,1,0.5805461389
ACEVEDO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,43,43,33.7,6214,18437,23.51,1432,76.48,4658,6090,45,79,1,0.6629603515
AGRADO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,40.84,2779,6804,32.12,875,67.87,1849,2724,26,29,1,0.591563786
AIPE,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,36,36,36.99,5537,14967,46.06,2491,53.93,2917,5408,58,71,1,0.6300527828
ALGECIRAS,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,34,34,36.5,5234,14338,54.48,2761,45.51,2306,5067,75,92,1,0.6349560608
ALTAMIRA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,7,7,33.96,1016,2991,43.9,439,56.1,561,1000,5,11,1,0.6603142762
BARAYA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19019ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,38.55,2307,5983,53.29,1206,46.7,1057,2263,27,17,1,0.6144074879
CAMPOALEGRE,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19022ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,58,58,41.18,10181,24718,38.32,3811,61.67,6134,9945,63,173,1,0.5881139251
COLOMBIA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19028ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,36.16,2442,6752,39.94,952,60.05,1431,2383,33,26,1,0.6383293839
ELIAS,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19031ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,8,8,42.75,1355,3169,48.6,645,51.39,682,1327,14,14,1,0.5724203219
GARZON,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19034ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,115,115,36.6,18902,51641,34.43,6356,65.56,12101,18457,158,287,1,0.6339730059
GIGANTE,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19037ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,45,45,38.55,7184,18633,38.49,2668,61.5,4263,6931,65,188,1,0.6144474856
GUADALUPE,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19040ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,36.97,4581,12391,29.82,1331,70.17,3132,4463,35,83,1,0.6302961827
HOBO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19043ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,13,13,41.51,2313,5571,44.56,1005,55.43,1250,2255,16,42,1,0.5848142165
IQUIRA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19046ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,42.27,2901,6862,39.12,1110,60.87,1727,2837,24,40,1,0.5772369572
ISNOS,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19044ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,42,42,42.48,7723,18179,27.33,2041,72.66,5426,7467,101,155,1,0.5751691512
LA ARGENTINA (PLATA VIEJA),HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19047ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,24,24,30.12,3009,9990,44.6,1291,55.39,1603,2894,46,69,1,0.6987987988
LA PLATA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19049ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,90,90,34.58,13985,40433,32.74,4475,67.25,9191,13666,114,205,1,0.6541191601
NATAGA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19050ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,39.35,1770,4497,34.95,604,65.04,1124,1728,22,20,1,0.6064042695
NEIVA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,576,576,42.78,109294,255422,45.55,49083,54.44,58666,107749,479,1066,1,0.572104204
OPORAPA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19051ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,18,18,43.06,3174,7370,27.38,847,72.61,2246,3093,36,45,1,0.5693351425
PAICOL,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19052ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,11,11,45.9,2175,4738,28.41,604,71.58,1522,2126,22,27,1,0.5409455466
PALERMO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19055ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,50,50,38.13,7831,20533,37.6,2901,62.39,4814,7715,37,79,1,0.6186139385
PALESTINA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19056ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,20,20,36.66,3120,8509,37.92,1146,62.07,1876,3022,34,64,1,0.6333294159
PITAL,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19058ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,40.09,3658,9123,28.37,1016,71.62,2565,3581,22,55,1,0.599035405
PITALITO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19061ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,200,200,34.8,31240,89760,34.77,10660,65.22,19996,30656,179,405,1,0.6519607843
RIVERA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19064ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,38,38,40.09,6495,16199,45.86,2919,54.13,3446,6365,40,90,1,0.599049324
SALADOBLANCO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19067ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,22,22,39.91,3447,8635,42.31,1420,57.68,1936,3356,38,53,1,0.6008106543
SAN AGUSTIN,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19070ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,56,56,36.96,8630,23344,32.65,2741,67.34,5652,8393,93,144,1,0.6303118574
SANTA MARIA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19074ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,42.04,3330,7921,28.83,939,71.16,2318,3257,26,47,1,0.5795985355
SUAZA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19076ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,27.76,3307,11911,31.99,1027,68,2183,3210,41,56,1,0.7223574847
TARQUI,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19079ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,29,29,39.43,4532,11492,32.12,1427,67.87,3015,4442,31,59,1,0.6056387052
TELLO,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19082ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,27,27,38.27,4139,10814,47.25,1899,52.74,2120,4019,37,83,1,0.6172554097
TERUEL,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19085ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,39.87,2584,6481,29.08,738,70.91,1799,2537,11,36,1,0.6012960963
TESALIA (CARNICERIAS),HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19025ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,43.54,3431,7879,23.54,788,76.45,2559,3347,24,60,1,0.564538647
TIMANA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19088ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,36,36,40.06,6041,15078,24.37,1441,75.62,4471,5912,64,65,1,0.5993500464
VILLAVIEJA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19091ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,40.34,2632,6524,57.67,1480,42.32,1086,2566,22,44,1,0.5965665236
YAGUARA,HUILA,http://plebiscito.registraduria.gov.co/99PL/DPL19094ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL19ZZZZZZZZZZZZZZZ_L1.htm,100,17,17,44.19,2983,6750,38.68,1137,61.31,1802,2939,5,39,1,0.5580740741
ALBANIA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48002ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,40,40,24.88,4139,16633,58.5,2333,41.49,1655,3988,87,64,1,0.7511573378
BARRANCAS,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48004ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,59,59,26.98,6454,23913,71.63,4562,28.36,1806,6368,13,73,1,0.7301049638
DIBULLA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48005ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,50,50,23.02,4732,20549,71.63,3306,28.36,1309,4615,49,68,1,0.7697211543
DISTRACCION,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48008ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,23,23,30.59,2522,8243,64.01,1587,35.98,892,2479,12,31,1,0.6940434308
EL MOLINO,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48006ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,16,16,37.1,2510,6765,66.29,1644,33.7,836,2480,9,21,1,0.6289726534
FONSECA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48007ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,62,62,34.85,9006,25836,72.21,6402,27.78,2463,8865,40,101,1,0.651416628
HATONUEVO,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48009ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,33,33,30.21,4240,14034,68.57,2846,31.42,1304,4150,31,59,1,0.6978765854
LA JAGUA DEL PILAR,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48012ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,10,10,31.15,1196,3839,72.9,861,27.09,320,1181,0,15,1,0.6884605366
MAICAO,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48010ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,270,270,17.26,20773,120312,52.95,10766,47.04,9563,20329,257,187,1,0.8273405812
MANAURE,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48011ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,124,124,6.2,3260,52567,55.49,1768,44.5,1418,3186,30,44,1,0.9379839063
RIOHACHA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48001ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,262,262,25.34,28290,111639,63.57,17613,36.42,10092,27705,287,298,1,0.7465939322
SAN JUAN DEL CESAR,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48013ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,87,87,30.04,9392,31264,48.9,4484,51.09,4684,9168,66,158,1,0.6995905834
URIBIA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48016ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,243,243,3.38,3434,101417,50.81,1713,49.18,1658,3371,19,44,1,0.966139799
URUMITA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48018ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,19,19,40.32,3225,7997,64.15,2042,35.84,1141,3183,10,32,1,0.5967237714
VILLANUEVA,LA GUAJIRA,http://plebiscito.registraduria.gov.co/99PL/DPL48020ZZZZZZZZZZZZ_L1.htm,http://plebiscito.registraduria.gov.co/99PL/DPL48ZZZZZZZZZZZZZZZ_L1.htm,100,41,41,33.3,6044,18149,59,3490,40.99,2425,5915,50,79,1,0.6669788969
